Unnamed: 0,id,y,year,stage,match,gameday,time,home,away,stadium,tv,home_score,away_score,weather,temperature,humidity,Discomfort,discom,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11,address,capa,home_rank,away_rank,forme,roofcover,mobilization,home_lat,home_long,away_lat,away_long,distance_km,timezone,MONTH,WEEK,tv_num,WEATHER,match_num,week_timezone,month_timezone,train,roofcover_1,capa_bining,distance_km2,rep_count,阿部　勇樹,遠藤　保仁,柿谷　曜一朗,駒野　友一,権田　修一,原口　元気,今野　泰幸,佐藤　寿人,山口　蛍,柴崎　岳,森重　真人,森脇　良太,水本　裕貴,西川　周作,青山　敏弘,前田　遼一,大久保　嘉人,大迫　勇也,谷口　博之,中村　憲剛,南野　拓実,柏木　陽介,豊田　陽平,槙野　智章,林　卓人,齋藤　学,髙萩　洋次郎,rep_away,rep_home,referee_rate,referee_rank,season_ticket,season_ticket_rate
934,15002,22309,2013,Ｊ１,第１９節第１日,08/03(土),19:04,ＦＣ東京,大分トリニータ,味の素スタジアム,スカパー！／スカパー！プレミアムサービス,2,0,晴,25.4,81%,76,2,高山　啓義,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,チャン　ヒョンス,太田　宏介,高橋　秀人,米本　拓司,長谷川　アーリアジャスール,東　慶悟,ルーカス,渡邉　千真,大分トリニータ,丹野　研太,土岐田　洸平,阪田　章裕,キム　ジョンヒョン,為田　大貴,ロドリゴ　マンシャ,宮沢　正史,チェ　ジョンハン,丸谷　拓也,松田　力,高松　大樹,東京都調布市西町376-3,49970,8.0,18.0,陸上,77.4,0.44645,35.663902,139.525096,33.200786,131.6575,772.7454618,<function timezone at 0x000001CC36D28280>,8,土,2,晴,19,土night,8night,1,"(75, 100]","(40000, 50000]","(500, 1000]",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.328947368,2,16673.74059,0.665
935,15003,13786,2013,Ｊ１,第１９節第１日,08/03(土),19:04,湘南ベルマーレ,横浜Ｆ・マリノス,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー！／スカパー！プレミアムサービス,1,2,曇,25.9,82%,77,2,東城　穣,湘南ベルマーレ,アレックス　サンターナ,鎌田　翔雅,遠藤　航,大野　和成,島村　毅,ハン　グギョン,永木　亮太,古林　将太,キリノ,高山　薫,ウェリントン,横浜Ｆ・マリノス,榎本　哲也,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,中町　公祐,富澤　清太郎,兵藤　慎剛,中村　俊輔,齋藤　学,マルキーニョス,神奈川県平塚市大原1-1,15100,15.0,3.0,陸上,4.9,0.91298,35.342075,139.343132,35.510047,139.606337,30.30886205,<function timezone at 0x000001CC36D28280>,8,土,2,曇,19,土night,8night,1,"(0, 5]","(10000, 20000]","(0, 100]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.421052632,1,5183.268412,0.523
936,15004,22650,2013,Ｊ１,第１９節第１日,08/03(土),19:04,アルビレックス新潟,清水エスパルス,デンカビッグスワンスタジアム,スカパー！／スカパー！プレミアムサービス,3,1,曇,25.8,72%,75,2,岡部　拓人,アルビレックス新潟,東口　順昭,川口　尚紀,金　根煥,大井　健太郎,金　珍洙,三門　雄大,レオ　シルバ,成岡　翔,田中　亜土夢,田中　達也,川又　堅碁,清水エスパルス,櫛引　政敏,吉田　豊,平岡　康裕,カルフィン　ヨン　ア　ピン,石毛　秀樹,杉山　浩太,本田　拓也,村松　大輔,伊藤　翔,河井　陽介,ラドンチッチ,新潟県新潟市中央区清五郎67-12,42300,12.0,12.0,陸上,90.7,0.53546,37.882408,139.059359,34.985168,138.481305,325.6475532,<function timezone at 0x000001CC36D28280>,8,土,2,曇,19,土night,8night,1,"(75, 100]","(40000, 50000]","(300, 500]",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302631579,2,15118.91612,0.579
937,15005,14272,2013,Ｊ１,第１９節第１日,08/03(土),19:04,ジュビロ磐田,名古屋グランパス,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス,2,3,晴,26.5,81%,77,2,佐藤　隆治,ジュビロ磐田,川口　能活,駒野　友一,チョ　ビョングク,伊野波　雅彦,宮崎　智彦,ペク　ソンドン,小林　裕紀,藤田　義明,山田　大記,松浦　拓弥,前田　遼一,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,藤本　淳吾,中村　直志,ダニルソン,小川　佳純,玉田　圭司,ケネディ,静岡県磐田市新貝2500,15165,17.0,11.0,専用,17.2,0.94111,34.722804,137.878302,35.088621,137.171555,76.28252146,<function timezone at 0x000001CC36D28280>,8,土,2,晴,19,土night,8night,1,"(5, 73]","(10000, 20000]","(0, 100]",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.368421053,1,6885.342588,0.632
938,15006,13633,2013,Ｊ１,第１９節第１日,08/03(土),19:04,セレッソ大阪,ヴァンフォーレ甲府,キンチョウスタジアム,スカパー！／スカパー！プレミアムサービス,0,1,晴,28.9,66%,79,2,村上　伸次,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,山口　螢,楠神　順平,南野　拓実,シンプリシオ,柿谷　曜一朗,エジノ,ヴァンフォーレ甲府,荻　晃太,佐々木　翔,青山　直晃,土屋　征夫,河本　明人,山本　英臣,マルキーニョス　パラナ,石原　克哉,柏　好文,ジウシーニョ,パトリック,大阪府大阪市東住吉区長居公園1-1,19628,5.0,16.0,専用,53.2,0.69457,34.615219,135.525871,35.624201,138.584328,300.4084351,<function timezone at 0x000001CC36D28280>,8,土,2,晴,19,土night,8night,1,"(5, 73]","(10000, 20000]","(300, 500]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.434210526,1,9484.924235,0.504
939,15007,15395,2013,Ｊ１,第２０節第１日,08/10(土),18:04,清水エスパルス,湘南ベルマーレ,ＩＡＩスタジアム日本平,スカパー！／スカパー！プレミアムサービス,3,1,晴,29.3,85%,83,1,村上　伸次,清水エスパルス,櫛引　政敏,吉田　豊,平岡　康裕,カルフィン　ヨン　ア　ピン,イ　キジェ,村松　大輔,本田　拓也,竹内　涼,河井　陽介,ラドンチッチ,高木　俊幸,湘南ベルマーレ,アレックス　サンターナ,鎌田　翔雅,遠藤　航,大野　和成,古林　将太,梶川　諒太,ハン　グギョン,高山　薫,菊池　大介,ウェリントン,大槻　周平,静岡県静岡市清水区村松3880-1,20281,13.0,16.0,専用,26.6,0.75908,34.985168,138.481305,35.342075,139.343132,87.9364738,<function timezone at 0x000001CC36D28280>,8,土,2,晴,20,土night,8night,1,"(5, 73]","(20000, 30000]","(0, 100]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434210526,1,4961.983765,0.351
940,15008,12749,2013,Ｊ１,第２０節第１日,08/10(土),18:34,ヴァンフォーレ甲府,アルビレックス新潟,山梨中銀スタジアム,スカパー！／スカパー！プレミアムサービス,1,1,晴,32.2,59%,83,1,廣瀬　格,ヴァンフォーレ甲府,荻　晃太,佐々木　翔,青山　直晃,土屋　征夫,河本　明人,山本　英臣,マルキーニョス　パラナ,石原　克哉,柏　好文,ジウシーニョ,パトリック,アルビレックス新潟,東口　順昭,川口　尚紀,大井　健太郎,金　根煥,藤田　征也,三門　雄大,本間　勲,成岡　翔,田中　亜土夢,田中　達也,川又　堅碁,山梨県甲府市小瀬町840,17000,14.0,12.0,陸上,4.0,0.74994,35.624201,138.584328,37.882408,139.059359,254.1637785,<function timezone at 0x000001CC36D28280>,8,土,2,晴,20,土night,8night,1,"(0, 5]","(10000, 20000]","(100, 300]",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210526316,3,8098.301294,0.642
941,15009,17892,2013,Ｊ１,第２０節第１日,08/10(土),19:04,ベガルタ仙台,鹿島アントラーズ,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス,2,1,晴,28.8,73%,80,1,東城　穣,ベガルタ仙台,林　卓人,蜂須賀　孝治,鎌田　次郎,角田　誠,石川　直樹,松下　年宏,梁　勇基,太田　吉彰,富田　晋伍,柳沢　敦,赤嶺　真吾,鹿島アントラーズ,曽ヶ端　準,西　大伍,青木　剛,山村　和也,中田　浩二,柴崎　岳,小笠原　満男,遠藤　康,中村　充孝,野沢　拓也,大迫　勇也,宮城県仙台市泉区七北田字柳78,19694,8.0,5.0,専用,100.0,0.9085,38.319158,140.881857,35.992776,140.641766,259.0623305,<function timezone at 0x000001CC36D28280>,8,土,2,晴,20,土night,8night,1,"(75, 100]","(10000, 20000]","(100, 300]",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.421052632,1,7789.876471,0.524
942,15010,12093,2013,Ｊ１,第２０節第１日,08/10(土),19:03,大宮アルディージャ,セレッソ大阪,ＮＡＣＫ５スタジアム大宮,スカパー！／スカパー！プレミアムサービス／テレ玉,0,3,晴,34.2,64%,87,1,扇谷　健司,大宮アルディージャ,北野　貴之,今井　智基,菊地　光将,高橋　祥平,下平　匠,渡邉　大剛,青木　拓矢,金澤　慎,曺　永哲,ズラタン,鈴木　規郎,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,扇原　貴宏,山口　螢,南野　拓実,シンプリシオ,柿谷　曜一朗,エジノ,埼玉県さいたま市大宮区高鼻町4,15600,4.0,6.0,専用,5.2,0.77519,35.918913,139.63182,34.615219,135.525871,400.5800551,<function timezone at 0x000001CC36D28280>,8,土,3,晴,20,土night,8night,1,"(5, 73]","(10000, 20000]","(300, 500]",8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.381578947,1,7517.991176,0.675
943,15011,17864,2013,Ｊ１,第２０節第１日,08/10(土),19:04,川崎フロンターレ,ＦＣ東京,等々力陸上競技場,スカパー！／スカパー！プレミアムサービス,2,2,晴,33.3,58%,84,1,シモン　マルチニアク,川崎フロンターレ,西部　洋平,田中　裕介,實藤　友紀,中澤　聡太,登里　享平,森谷　賢太郎,山本　真希,中村　憲剛,レナト,アラン　ピニェイロ,大久保　嘉人,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,チャン　ヒョンス,太田　宏介,高橋　秀人,米本　拓司,石川　直宏,長谷川　アーリアジャスール,ルーカス,渡邉　千真,神奈川県川崎市中原区等々力1-1,26530,8.0,6.0,陸上,38.0,0.67335,35.59009,139.647336,35.663902,139.525096,13.77268646,<function timezone at 0x000001CC36D28280>,8,土,2,晴,20,土night,8night,1,"(5, 73]","(20000, 30000]","(0, 100]",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,4,8438.627294,0.507
944,15012,13427,2013,Ｊ１,第２０節第１日,08/10(土),19:04,横浜Ｆ・マリノス,サガン鳥栖,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス,2,1,晴,32.8,64%,84,1,家本　政明,横浜Ｆ・マリノス,榎本　哲也,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,中町　公祐,富澤　清太郎,端戸　仁,中村　俊輔,兵藤　慎剛,マルキーニョス,サガン鳥栖,藤嶋　栄介,丹羽　竜平,菊地　直哉,呂　成海,金井　貢史,早坂　良太,ニルソン,高橋　義希,金　民友,池田　圭,豊田　陽平,神奈川県横浜市神奈川区三ツ沢西町3-1,15454,2.0,14.0,専用,0.0,0.86884,35.510047,139.606337,33.372508,130.520424,867.6662763,<function timezone at 0x000001CC36D28280>,8,土,2,晴,20,土night,8night,1,,"(10000, 20000]","(500, 1000]",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.355263158,1,12922.92647,0.47
945,15013,30478,2013,Ｊ１,第２０節第１日,08/10(土),19:04,名古屋グランパス,浦和レッズ,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／中京テレビ（録）,2,0,晴,29.8,72%,81,1,飯田　淳平,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,藤本　淳吾,中村　直志,ダニルソン,小川　佳純,玉田　圭司,ケネディ,浦和レッズ,加藤　順大,森脇　良太,那須　大亮,槙野　智章,平川　忠亮,阿部　勇樹,鈴木　啓太,宇賀神　友弥,柏木　陽介,原口　元気,興梠　慎三,愛知県豊田市千石町7-2,40000,11.0,3.0,専用,100.0,0.76195,35.088621,137.171555,35.902,139.714677,247.7580387,<function timezone at 0x000001CC36D28280>,8,土,3,晴,20,土night,8night,1,"(75, 100]","(30000, 40000]","(100, 300]",10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0.328947368,2,5050.291824,0.313
946,15014,19705,2013,Ｊ１,第２０節第１日,08/10(土),19:05,サンフレッチェ広島,ジュビロ磐田,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,2,1,晴,29.0,86%,82,1,福島　孝一郎,サンフレッチェ広島,西川　周作,塩谷　司,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,清水　航平,石原　直樹,髙萩　洋次郎,佐藤　寿人,ジュビロ磐田,八田　直樹,駒野　友一,チョ　ビョングク,伊野波　雅彦,宮崎　智彦,小林　裕紀,藤田　義明,ペク　ソンドン,松浦　拓弥,山田　大記,金園　英学,広島県広島市安佐南区大塚西5-1-1,50000,1.0,17.0,陸上,4.8,0.3941,34.441236,132.395422,34.722804,137.878302,503.9597199,<function timezone at 0x000001CC36D28280>,8,土,3,晴,20,土night,8night,1,"(0, 5]","(40000, 50000]","(500, 1000]",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.263157895,2,6759.226588,0.417
947,15015,23814,2013,Ｊ１,第２０節第１日,08/10(土),19:05,大分トリニータ,柏レイソル,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス,0,0,晴,31.3,62%,82,1,松尾　一,大分トリニータ,丹野　研太,土岐田　洸平,阪田　章裕,若狭　大志,為田　大貴,ロドリゴ　マンシャ,梶山　陽平,チェ　ジョンハン,木村　祐志,西　弘則,高松　大樹,柏レイソル,菅野　孝憲,藤田　優人,鈴木　大輔,近藤　直也,橋本　和,レアンドロ　ドミンゲス,茨田　陽生,大谷　秀和,ジョルジ　ワグネル,工藤　壮人,クレオ,大分県大分市大字横尾1351,40000,18.0,8.0,陸上,100.0,0.59535,33.200786,131.6575,35.848792,139.97567,817.9039633,<function timezone at 0x000001CC36D28280>,8,土,2,晴,20,土night,8night,1,"(75, 100]","(30000, 40000]","(500, 1000]",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328947368,2,8972.083588,0.753
948,15016,16392,2013,Ｊ１,第２１節第１日,08/17(土),18:34,鹿島アントラーズ,アルビレックス新潟,県立カシマサッカースタジアム,スカパー！／スカパー！プレミアムサービス,1,0,晴,27.9,77%,79,2,扇谷　健司,鹿島アントラーズ,曽ヶ端　準,西　大伍,青木　剛,山村　和也,前野　貴徳,小笠原　満男,柴崎　岳,野沢　拓也,土居　聖真,ジュニーニョ,大迫　勇也,アルビレックス新潟,東口　順昭,川口　尚紀,金　根煥,舞行龍ジェームズ,金　珍洙,三門　雄大,レオ　シルバ,成岡　翔,田中　亜土夢,田中　達也,川又　堅碁,茨城県鹿嶋市神向寺後山26-2,40728,6.0,12.0,専用,67.9,0.40247,35.992776,140.641766,37.882408,139.059359,252.671058,<function timezone at 0x000001CC36D28280>,8,土,2,晴,21,土night,8night,1,"(5, 73]","(40000, 50000]","(100, 300]",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.381578947,1,7552.523529,0.46
949,15017,30698,2013,Ｊ１,第２１節第１日,08/17(土),18:34,ＦＣ東京,横浜Ｆ・マリノス,味の素スタジアム,スカパー！／スカパー！プレミアムサービス,0,2,晴,28.6,70%,79,2,飯田　淳平,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,加賀　健一,太田　宏介,高橋　秀人,米本　拓司,ルーカス,東　慶悟,長谷川　アーリアジャスール,渡邉　千真,横浜Ｆ・マリノス,榎本　哲也,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,中町　公祐,富澤　清太郎,端戸　仁,中村　俊輔,兵藤　慎剛,マルキーニョス,東京都調布市西町376-3,49970,7.0,2.0,陸上,77.4,0.61433,35.663902,139.525096,35.510047,139.606337,18.5906664,<function timezone at 0x000001CC36D28280>,8,土,2,晴,21,土night,8night,1,"(75, 100]","(40000, 50000]","(0, 100]",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.328947368,2,16673.74059,0.665
950,15018,12657,2013,Ｊ１,第２１節第１日,08/17(土),18:34,ヴァンフォーレ甲府,川崎フロンターレ,山梨中銀スタジアム,スカパー！／スカパー！プレミアムサービス,1,3,晴,28.6,58%,78,2,佐藤　隆治,ヴァンフォーレ甲府,荻　晃太,佐々木　翔,青山　直晃,盛田　剛平,河本　明人,山本　英臣,マルキーニョス　パラナ,石原　克哉,柏　好文,ジウシーニョ,パトリック,川崎フロンターレ,西部　洋平,田中　裕介,ジェシ,伊藤　宏樹,小宮山　尊信,山本　真希,森谷　賢太郎,中村　憲剛,アラン　ピニェイロ,登里　享平,大久保　嘉人,山梨県甲府市小瀬町840,17000,14.0,10.0,陸上,4.0,0.74453,35.624201,138.584328,35.59009,139.647336,96.39168035,<function timezone at 0x000001CC36D28280>,8,土,2,晴,21,土night,8night,1,"(0, 5]","(10000, 20000]","(0, 100]",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0.368421053,1,8098.301294,0.642
951,15019,12140,2013,Ｊ１,第２１節第１日,08/17(土),19:04,湘南ベルマーレ,ジュビロ磐田,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー！／スカパー！プレミアムサービス,1,1,晴,28.1,74%,79,2,井上　知大,湘南ベルマーレ,アレックス　サンターナ,島村　毅,遠藤　航,大野　和成,古林　将太,ハン　グギョン,永木　亮太,亀川　諒史,菊池　大介,ウェリントン,高山　薫,ジュビロ磐田,八田　直樹,駒野　友一,菅沼　駿哉,伊野波　雅彦,宮崎　智彦,小林　裕紀,藤田　義明,カルリーニョス,山田　大記,金園　英学,前田　遼一,神奈川県平塚市大原1-1,15100,16.0,17.0,陸上,4.9,0.80397,35.342075,139.343132,34.722804,137.878302,150.2886066,<function timezone at 0x000001CC36D28280>,8,土,2,晴,21,土night,8night,1,"(0, 5]","(10000, 20000]","(100, 300]",3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.276315789,2,5183.268412,0.523
952,15020,16196,2013,Ｊ１,第２１節第１日,08/17(土),19:04,セレッソ大阪,清水エスパルス,キンチョウスタジアム,スカパー！／スカパー！プレミアムサービス,4,1,晴,29.6,72%,81,1,シモン　マルチニアク,セレッソ大阪,キム　ジンヒョン,藤本　康太,丸橋　祐介,酒本　憲幸,山下　達也,扇原　貴宏,山口　螢,南野　拓実,シンプリシオ,柿谷　曜一朗,エジノ,清水エスパルス,櫛引　政敏,吉田　豊,平岡　康裕,カルフィン　ヨン　ア　ピン,イ　キジェ,村松　大輔,河井　陽介,竹内　涼,高木　俊幸,ラドンチッチ,大前　元紀,大阪府大阪市東住吉区長居公園1-1,19628,5.0,13.0,専用,53.2,0.82515,34.615219,135.525871,34.985168,138.481305,273.5358221,<function timezone at 0x000001CC36D28280>,8,土,2,晴,21,土night,8night,1,"(5, 73]","(10000, 20000]","(100, 300]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,4,9484.924235,0.504
953,15021,22530,2013,Ｊ１,第２１節第１日,08/17(土),19:03,サガン鳥栖,大宮アルディージャ,ベストアメニティスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,2,1,晴,31.1,56%,81,1,高山　啓義,サガン鳥栖,林　彰洋,丹羽　竜平,呂　成海,菊地　直哉,金　民友,水沼　宏太,藤田　直之,高橋　義希,早坂　良太,池田　圭,豊田　陽平,大宮アルディージャ,北野　貴之,今井　智基,菊地　光将,高橋　祥平,下平　匠,渡邉　大剛,青木　拓矢,上田　康太,曺　永哲,ノヴァコヴィッチ,ズラタン,佐賀県鳥栖市京町812,24490,15.0,4.0,専用,83.1,0.91997,33.372508,130.520424,35.918913,139.63182,881.3741603,<function timezone at 0x000001CC36D28280>,8,土,3,晴,21,土night,8night,1,"(75, 100]","(20000, 30000]","(500, 1000]",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.328947368,2,4016.605412,0.334
954,15022,32329,2013,Ｊ１,第２１節第１日,08/17(土),18:03,浦和レッズ,大分トリニータ,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス／テレ玉,4,3,晴,29.8,62%,80,2,西村　雄一,浦和レッズ,加藤　順大,森脇　良太,那須　大亮,槙野　智章,平川　忠亮,阿部　勇樹,鈴木　啓太,宇賀神　友弥,柏木　陽介,原口　元気,興梠　慎三,大分トリニータ,丹野　研太,土岐田　洸平,阪田　章裕,若狭　大志,為田　大貴,ロドリゴ　マンシャ,梶山　陽平,チェ　ジョンハン,木村　祐志,西　弘則,松田　力,埼玉県さいたま市緑区中野田500,63700,3.0,18.0,専用,74.0,0.50752,35.902,139.714677,33.200786,131.6575,797.584117,<function timezone at 0x000001CC36D28280>,8,土,3,晴,21,土night,8night,1,"(73, 75]","(50000, 1000000]","(500, 1000]",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.328947368,2,24968.33959,0.673
955,15023,11838,2013,Ｊ１,第２１節第１日,08/17(土),19:03,柏レイソル,ベガルタ仙台,日立柏サッカー場,スカパー！／スカパー！プレミアムサービス,0,0,晴,28.8,81%,81,1,吉田　寿光,柏レイソル,菅野　孝憲,藤田　優人,鈴木　大輔,近藤　直也,橋本　和,レアンドロ　ドミンゲス,茨田　陽生,大谷　秀和,ジョルジ　ワグネル,工藤　壮人,クレオ,ベガルタ仙台,林　卓人,蜂須賀　孝治,鎌田　次郎,角田　誠,石川　直樹,松下　年宏,太田　吉彰,ヘベルチ,富田　晋伍,柳沢　敦,ウイルソン,千葉県柏市日立台1-2-50,15349,10.0,7.0,専用,13.5,0.77126,35.848792,139.97567,38.319158,140.881857,285.7490385,<function timezone at 0x000001CC36D28280>,8,土,2,晴,21,土night,8night,1,"(5, 73]","(10000, 20000]","(100, 300]",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.434210526,1,6314.306941,0.503
956,15024,20879,2013,Ｊ１,第２１節第１日,08/17(土),19:05,サンフレッチェ広島,名古屋グランパス,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス,1,1,晴,27.3,85%,79,2,家本　政明,サンフレッチェ広島,西川　周作,塩谷　司,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,岡本　知剛,清水　航平,石原　直樹,髙萩　洋次郎,佐藤　寿人,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,藤本　淳吾,田口　泰士,ダニルソン,小川　佳純,玉田　圭司,矢野　貴章,広島県広島市安佐南区大塚西5-1-1,50000,1.0,9.0,陸上,4.8,0.41758,34.441236,132.395422,35.088621,137.171555,443.060302,<function timezone at 0x000001CC36D28280>,8,土,2,晴,21,土night,8night,1,"(0, 5]","(40000, 50000]","(300, 500]",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.355263158,1,6759.226588,0.417
957,15025,21420,2013,Ｊ１,第２２節第１日,08/24(土),18:04,清水エスパルス,浦和レッズ,エコパスタジアム,スカパー！／スカパー！プレミアムサービス,0,2,曇,28.2,63%,78,2,佐藤　隆治,清水エスパルス,櫛引　政敏,吉田　豊,平岡　康裕,カルフィン　ヨン　ア　ピン,イ　キジェ,村松　大輔,本田　拓也,竹内　涼,河井　陽介,大前　元紀,ラドンチッチ,浦和レッズ,加藤　順大,森脇　良太,那須　大亮,槙野　智章,平川　忠亮,阿部　勇樹,鈴木　啓太,宇賀神　友弥,柏木　陽介,原口　元気,興梠　慎三,静岡県袋井市愛野2300-1,50889,13.0,3.0,陸上,100.0,0.42092,34.985168,138.481305,35.902,139.714677,151.2818609,<function timezone at 0x000001CC36D28280>,8,土,2,曇,22,土night,8night,1,"(75, 100]","(50000, 1000000]","(100, 300]",4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0.368421053,1,4961.983765,0.351
958,15026,17608,2013,Ｊ１,第２２節第１日,08/24(土),19:04,鹿島アントラーズ,横浜Ｆ・マリノス,県立カシマサッカースタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１,2,1,曇,28.2,75%,79,2,松尾　一,鹿島アントラーズ,曽ヶ端　準,西　大伍,山村　和也,青木　剛,前野　貴徳,小笠原　満男,柴崎　岳,遠藤　康,中村　充孝,土居　聖真,大迫　勇也,横浜Ｆ・マリノス,榎本　哲也,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,中町　公祐,小椋　祥平,兵藤　慎剛,中村　俊輔,齋藤　学,マルキーニョス,茨城県鹿嶋市神向寺後山26-2,40728,6.0,1.0,専用,67.9,0.43233,35.992776,140.641766,35.510047,139.606337,107.8838194,<function timezone at 0x000001CC36D28280>,8,土,3,曇,22,土night,8night,1,"(5, 73]","(40000, 50000]","(100, 300]",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.328947368,2,7552.523529,0.46
